"","Spp_ID","Binomial","No.Records","No.Localities","Body_mass.g.n","Body_mass.g.mean","Body_mass.g.sd","Body_mass.g.median","Body_mass.g.min","Body_mass.g.max","Body_mass.g.se","Body_length.mm.n","Body_length.mm.mean","Body_length.mm.sd","Body_length.mm.median","Body_length.mm.min","Body_length.mm.max","Body_length.mm.se","Wing_length.mm.n","Wing_length.mm.mean","Wing_length.mm.sd","Wing_length.mm.median","Wing_length.mm.min","Wing_length.mm.max","Wing_length.mm.se","Tail_length.mm.n","Tail_length.mm.mean","Tail_length.mm.sd","Tail_length.mm.median","Tail_length.mm.min","Tail_length.mm.max","Tail_length.mm.se","Tarsus_length.mm.n","Tarsus_length.mm.mean","Tarsus_length.mm.sd","Tarsus_length.mm.median","Tarsus_length.mm.min","Tarsus_length.mm.max","Tarsus_length.mm.se","Bill_length.mm.n","Bill_length.mm.mean","Bill_length.mm.sd","Bill_length.mm.median","Bill_length.mm.min","Bill_length.mm.max","Bill_length.mm.se","Bill_depth.mm.n","Bill_depth.mm.mean","Bill_depth.mm.sd","Bill_depth.mm.median","Bill_depth.mm.min","Bill_depth.mm.max","Bill_depth.mm.se","Bill_width.mm.n","Bill_width.mm.mean","Bill_width.mm.sd","Bill_width.mm.median","Bill_width.mm.min","Bill_width.mm.max","Bill_width.mm.se"
"221",221,"Arremon semitorquatus",47,9,29,25.05,2.92,25,20,35.5,0.54,9,166.56,10.79,166,141,180,3.6,9,70.33,5.74,71,61,80,1.91,24,69.98,5.22,70,59,83,1.06,6,26.42,1.5,26.2,24.9,28.8,0.61,21,12.23,1.06,12.2,9.9,14,0.23,2,7.47,0.67,7.47,7,7.95,0.48,5,8.75,0.25,8.9,8.45,9,0.11
"222",222,"Tangara peruviana",47,11,43,21.4,2.07,22,16.5,28,0.32,39,149.46,9.83,154,122,162,1.57,1,72.2,NA,72.2,72.2,72.2,NA,36,54.48,2.93,54,47.4,60.7,0.49,1,21.4,NA,21.4,21.4,21.4,NA,36,10.74,0.9,11,9,12.7,0.15,5,5.72,0.32,5.7,5.3,6.2,0.14,5,6.16,0.24,6.1,5.9,6.5,0.11
"223",223,"Eucometis penicillata",46,19,44,26.35,4.76,28,5,32,0.72,40,177.2,13.79,181.5,126,191,2.18,8,87.92,3.41,88.2,82.8,92,1.21,42,78.16,8.46,79,30,89,1.31,8,23.48,1.29,23.57,21.13,25.3,0.46,8,19.16,0.92,19.48,17.73,20.2,0.33,40,7.45,0.31,7.46,6.83,8.27,0.05,40,7.5,1.33,7.05,6.18,11.35,0.21
"224",224,"Picumnus albosquamatus",46,22,40,11.52,1.33,11.5,7,15,0.21,31,101.19,6.62,100,90,120,1.19,10,55.69,1.38,55.65,53.9,57.6,0.44,37,33.66,4.51,33,25.9,51,0.74,10,15.01,0.99,14.65,14.1,16.8,0.31,26,12.04,1.32,11.9,10,14.65,0.26,10,4.73,0.58,4.89,3.56,5.4,0.18,10,4.7,1.23,4.39,3.22,6.5,0.39
"225",225,"Poospiza nigrorufa",46,12,44,16.99,2.76,17,7,27,0.42,10,149.7,9.67,153,126,160,3.06,14,62.75,3.6,62.5,58,69,0.96,44,63.07,3.52,62.8,55,70,0.53,36,20.4,0.92,20.53,18,22.1,0.15,39,11.92,1.09,12.4,9.5,13.5,0.17,8,5.11,0.32,5.16,4.69,5.6,0.11,8,4.95,1.19,4.6,4.05,7.8,0.42
"226",226,"Ramphocelus carbo",46,18,45,27.76,2.93,27.57,15.75,35,0.44,4,185.5,5.69,185.5,179,192,2.84,13,81.76,2.59,82.6,75.9,85,0.72,20,81.44,7.01,82,66,96,1.57,13,20.86,4.33,22.8,12.5,24.9,1.2,22,17.4,2.44,17.85,12.55,22,0.52,11,9.28,0.98,9,8.34,11.8,0.29,11,12.51,2.22,12.17,7.54,15.9,0.67
"227",227,"Caracara plancus",45,24,41,944.4,229.61,890,590,1480,35.86,38,557.21,37.64,560,480,630,6.11,21,343.19,102.17,390,190,464,22.3,20,277.4,83.16,238,100,400,18.59,21,99.15,9.42,98.41,81.9,121.1,2.06,12,44.58,2.97,45.2,36.97,47.3,0.86,19,27.71,3.42,27.5,22.3,34.3,0.79,19,27.43,11.09,25.37,14.8,60,2.55
"228",228,"Celeus flavescens",45,28,37,134.03,20.79,134,38,167,3.42,32,275.62,16.22,278.5,234,301,2.87,8,157.32,5.59,159,148.6,163,1.98,32,99.34,31.53,94,72,268,5.57,5,30.36,1.99,30,28,33.5,0.89,29,29.72,1.69,30,26,32.3,0.31,8,9.35,0.56,9.3,8.7,10.4,0.2,8,12.11,1.58,11.75,10.2,14.15,0.56
"229",229,"Certhiaxis cinnamomeus",45,11,38,16.2,2.87,16,13,30,0.47,8,144.39,10.48,144.5,131.14,159,3.7,18,61.3,4.07,61.8,53.3,72,0.96,40,61.1,4.69,61,50,77.1,0.74,38,20.42,1.45,20.48,14.2,23.4,0.24,41,14.96,1.48,15,10.95,19.3,0.23,7,3.92,0.49,3.8,3.3,4.8,0.19,7,6.24,2.51,6.8,3,9.9,0.95
"230",230,"Knipolegus nigerrimus",45,33,44,25.63,3.06,25.25,21,38.5,0.46,42,180.88,9.17,181,161,199,1.41,0,NA,NA,NA,Inf,-Inf,NA,2,93.95,5.02,93.95,90.4,97.5,3.55,2,23.45,1.06,23.45,22.7,24.2,0.75,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA
"231",231,"Myiornis auricularis",45,22,41,5.21,1.24,5,3,10,0.19,30,87.03,14.26,85.25,75,157,2.6,7,37.91,1.58,37.8,36,40,0.6,34,29.51,7.68,28.35,19,69,1.32,7,14.94,3.21,13.8,12.6,22,1.21,35,9.94,2.31,9.3,8,19.5,0.39,9,3.18,0.51,3.06,2.7,4.4,0.17,11,6.64,2.26,7.2,3.3,9.18,0.68
"232",232,"Polytmus guainumbi",45,19,18,5.35,0.68,5,4.2,7,0.16,9,109.67,15.88,106,98,150,5.29,28,57.19,3.48,58.3,50.2,61.5,0.66,27,40.29,3.01,39.9,36,46,0.58,3,27.43,25.25,18.2,8.1,56,14.58,6,23.45,1.29,23.65,21.6,24.9,0.53,4,2.4,0.41,2.4,1.9,2.9,0.2,4,4.03,0.68,4.05,3.3,4.7,0.34
"233",233,"Stephanoxis loddigesii",45,10,37,3.44,0.47,3.4,2.15,5,0.08,8,97.5,9.56,101.5,76,104,3.38,5,49.28,4.57,50.4,44,54,2.04,29,46.63,6.25,49.2,35,53,1.16,1,6.6,NA,6.6,6.6,6.6,NA,5,18.06,2.19,17.1,16,20.8,0.98,4,1.95,0.25,2,1.6,2.2,0.13,4,3.05,0.91,3.25,1.8,3.9,0.46
"234",234,"Anabacerthia amaurotis",44,13,44,20.55,3.7,20,12,36.5,0.56,25,161.32,8.5,162,145,187,1.7,10,76.2,7.05,74,69,89,2.23,31,72.88,6.79,73,55,89,1.22,20,20.12,2.44,20.1,15,23.8,0.55,38,12.6,1.96,12,10,16.7,0.32,24,5.44,0.75,5.2,4.5,7.7,0.15,24,7.4,1.35,7.38,4.5,9.3,0.28
"235",235,"Aphantochroa cirrochloris",44,21,42,7.05,0.82,7,5,10.25,0.13,30,120.85,7.74,123,104.06,132,1.41,12,58.83,11.08,63.95,37,69,3.2,28,46.29,12.35,43.47,30,93,2.33,1,7.6,NA,7.6,7.6,7.6,NA,27,22.54,1.76,22.7,19.1,26.28,0.34,12,3.45,0.83,3.14,2.9,5.9,0.24,12,4.99,1,4.92,3.62,6.9,0.29
"236",236,"Crotophaga ani",43,33,40,99.31,13.92,101,69,123,2.2,36,333.17,42.91,340,140,380,7.15,28,146.31,8.75,146,115,162,1.65,40,177.15,17.08,179.5,130,206,2.7,31,37.43,3.92,38,28.4,43.4,0.7,22,30.25,1.64,30.45,26.38,33.1,0.35,25,20.52,3.73,21.8,10.8,24.5,0.75,26,16.13,5.52,15.3,9.4,39.8,1.08
"237",237,"Campylopterus diamantinensis",41,13,29,8.74,0.74,9,6.9,10.2,0.14,38,146.76,5.92,148,120,153,0.96,33,73.78,2.44,74.3,68.2,78,0.42,33,52.52,1.52,52.3,49.7,55.4,0.26,0,NA,NA,NA,Inf,-Inf,NA,33,30.45,1.2,30.3,28.2,33.1,0.21,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA
"238",238,"Empidonomus varius",41,25,33,26.22,2.98,26,21,32,0.52,22,182.18,11.9,179.5,162,203,2.54,13,98.62,3.35,99.4,90,102.7,0.93,23,79.3,4.34,79,71,87.1,0.9,13,16.55,1.03,16.5,14.6,18.8,0.29,23,13.09,2.35,12.9,9.1,18.4,0.49,10,5.8,0.43,5.8,5.2,6.5,0.14,10,7.23,1.58,6.85,6.1,11.6,0.5
"239",239,"Guira guira",41,30,36,134.72,29.86,141.25,70,203,4.98,24,364.76,74.73,395.5,165,423,15.25,29,173.45,15.26,176,135,220,2.83,31,205.77,32.81,215,110,253,5.89,31,40.38,3.07,40,33.46,48.3,0.55,12,28.35,3.46,28.47,19.2,34.3,1,23,12.86,1.41,12.7,10.61,16.97,0.29,23,13.12,2.72,12.9,8.3,17,0.57
"240",240,"Mimus saturninus",41,22,32,72.26,6.01,72.35,55,83,1.06,12,260.42,34.61,267,175,298,9.99,12,113.95,6.79,115.55,98.1,125,1.96,17,113.84,20.36,116,45,142,4.94,13,37.46,3.12,37.4,31.6,43,0.87,12,21.26,3.64,20.27,17.5,28.79,1.05,11,6.69,0.65,6.6,5.78,7.89,0.2,10,9.16,2.03,9,6.61,12.26,0.64
"241",241,"Zenaida auriculata",41,15,39,118.38,17.85,116,79,160,2.86,7,213.57,7.83,215,201,226,2.96,13,140.04,6.81,140.1,130.5,156,1.89,19,95.46,26.85,84,70,146,6.16,17,23.61,1.75,23.38,21.02,26.2,0.42,12,15.45,1.43,15.04,13.42,18.35,0.41,12,4.79,0.93,4.62,3.66,6.8,0.27,12,5.58,1.02,5.33,3.72,7.15,0.29
"242",242,"Momotus momota",40,15,37,105.95,20.27,108,13,148,3.33,24,353.96,154.08,365,203,774,31.45,1,142,NA,142,142,142,NA,24,217,45.19,230,58,245,9.23,1,33.1,NA,33.1,33.1,33.1,NA,10,39.32,3.72,39.25,33.3,46.5,1.18,26,11.72,1.85,11.87,3.74,13.42,0.36,26,10.53,2.2,10.12,4.57,18.36,0.43
"243",243,"Picumnus cirratus",40,22,38,11.79,0.87,12,10,13.8,0.14,29,98.14,6.32,98,85,111,1.17,7,51.29,3.2,50,47.3,55.5,1.21,20,31.27,3.44,31,23,37.9,0.77,7,11.19,2.04,11.5,8.7,13.7,0.77,18,12.08,1.23,12.15,9.6,15,0.29,14,5.05,0.66,4.9,4.2,6.7,0.18,14,5.76,1.22,5.25,4.2,8,0.32
"244",244,"Glaucidium brasilianum",39,25,26,73.5,11.36,74,54,93,2.23,29,172.34,7.96,173,150,187,1.48,6,97.17,2.64,96.5,95,102,1.08,24,66.24,4.08,66,60,75,0.83,3,25.4,6.32,26.81,18.5,30.9,3.65,26,16.64,10.53,14.86,10,67,2.06,12,9.81,0.41,9.85,9.3,10.5,0.12,12,9.42,3.54,7.98,6.65,17.2,1.02
"245",245,"Todirostrum cinereum",39,23,25,6.57,0.62,6.5,5.6,8,0.12,19,99.74,7.79,98,88,114,1.79,16,41.14,2.3,41.2,36,45.1,0.57,24,37.21,3.54,36.25,32,47.8,0.72,16,19.68,1.64,20.15,16.8,23.2,0.41,13,14.92,1.07,14.9,13.3,16.9,0.3,8,3,0.31,3,2.5,3.5,0.11,8,4.93,0.39,4.8,4.4,5.5,0.14
"246",246,"Veniliornis passerinus",39,29,39,31.47,6.68,30,24,64,1.07,27,152.85,9.05,151,130,170,1.74,16,87.47,5.5,88,78.5,96,1.37,24,49.12,5.89,49.5,38,61,1.2,16,17.22,1.38,17.21,15,19.6,0.35,19,19.26,1.56,19.1,15.7,22.4,0.36,14,6.66,0.93,6.6,5.6,9.4,0.25,16,9.35,1.83,9.45,5.97,13.4,0.46
"247",247,"Agelasticus cyanopus",38,21,6,38.08,4.13,37.5,33,43.5,1.69,0,NA,NA,NA,Inf,-Inf,NA,37,88.53,4.72,89.4,77.3,95.9,0.78,37,81.06,5.16,81.1,68.9,89.5,0.85,37,24.59,0.96,24.7,21.8,26.2,0.16,36,24.66,1.27,24.4,22.4,27.7,0.21,25,8.8,0.8,8.7,7.5,10.4,0.16,0,NA,NA,NA,Inf,-Inf,NA
"248",248,"Chloroceryle aenea",38,4,38,13.54,1.21,14,11,16,0.2,38,143.32,6.22,143,127,154,1.01,0,NA,NA,NA,Inf,-Inf,NA,38,36.93,2.27,37.3,32.1,41.3,0.37,0,NA,NA,NA,Inf,-Inf,NA,38,27.48,1.4,27.45,24.1,30.2,0.23,1,6.2,NA,6.2,6.2,6.2,NA,1,5.6,NA,5.6,5.6,5.6,NA
"249",249,"Elaenia sp.",37,16,27,17.91,4.31,17,10.2,30.64,0.83,18,159.39,4.94,160,148,167,1.16,6,75.99,8.15,75.85,63.8,89.5,3.33,29,68.95,8.13,67.6,53,87,1.51,13,20.91,3.01,20.9,16.34,27.6,0.84,25,11.06,1.38,11,8.4,14.4,0.28,8,3.49,0.21,3.47,3.24,3.9,0.08,8,4.57,0.36,4.65,4,5,0.13
"250",250,"Hemitriccus nidipendulus",37,16,36,7.85,0.66,7.8,6.7,9.5,0.11,33,92.18,8.28,89,81,120,1.44,0,NA,NA,NA,Inf,-Inf,NA,22,35.68,3.47,35,31,49,0.74,0,NA,NA,NA,Inf,-Inf,NA,21,11.67,0.66,11.5,10.8,12.9,0.14,19,3.03,0.21,3,2.7,3.6,0.05,19,3.94,0.21,3.9,3.6,4.3,0.05
"251",251,"Limnornis curvirostris",37,1,37,24.89,2.27,25,19.5,30.5,0.37,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,37,66.79,2.17,67,60.7,70,0.36,37,25.76,0.76,25.8,23.7,27.5,0.12,37,22.53,0.99,22.85,20,24.55,0.16,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA
"252",252,"Anabacerthia lichtensteini",36,17,34,21.98,2.93,21.25,17,36,0.5,31,172.29,9.53,172,150,190,1.71,9,78.44,6.04,77,71,90,2.01,33,75.93,5.99,77,58,85,1.04,10,20.46,2.48,19.5,18,25,0.78,31,14.58,2.18,14.5,10.3,23,0.39,11,5.71,0.84,5.4,5,8.1,0.25,14,7.66,2.48,7.9,4.4,12.3,0.66
"253",253,"Drymophila rubricollis",36,19,16,11.16,1.43,11,9,15,0.36,13,142.46,19.65,149,78,151,5.45,7,52,4.16,51,46,59,1.57,27,67.92,4.37,69,57,75.74,0.84,4,22.9,1.12,23.25,21.3,23.8,0.56,27,12.21,1.96,12.75,7.5,14.67,0.38,20,3.59,0.19,3.59,3.03,3.92,0.04,24,4.61,2.19,3.73,3.25,10.7,0.45
"254",254,"Cacicus haemorrhous",35,16,29,70.72,14.19,66,46,102,2.64,34,250.41,22.02,255,210,298,3.78,6,138.1,30.3,142.05,99.5,180,12.37,34,102.44,13.24,98.5,89,160,2.27,6,31.48,3.19,31.65,27.9,36.6,1.3,31,32.18,2.08,31.7,29.6,37.8,0.37,12,11.63,1.65,11.55,8.33,14.1,0.47,12,10.29,1.93,10,7,13.1,0.56
"255",255,"Cyanoloxia brissonii",35,16,33,21.34,4.36,20.8,7,36,0.76,7,159,12.21,156,143,174,4.61,13,74.35,3.52,74,70,80,0.98,16,67.59,5.56,68.5,54,74,1.39,13,21.32,1.23,21.4,19.15,23.6,0.34,15,15.03,1.89,15.4,11.4,17.7,0.49,3,12.48,1.38,12.15,11.3,14,0.8,3,10,1,10,9,11,0.58
"256",256,"Tangara cyanoptera",35,17,34,39.19,8.22,40,14,52,1.41,16,171.5,10.03,172,142,187,2.51,15,93.59,18.57,96,56,130,4.8,32,74.3,13.57,70,52,102,2.4,22,21.5,4.01,22.48,7.5,26.5,0.86,12,14.06,1.09,13.95,12.08,15.9,0.31,17,8.25,2.18,8.5,2.7,11.7,0.53,18,9.7,3.14,9.5,6.3,19.3,0.74
"257",257,"Euscarthmus meloryphus",34,12,32,6.91,0.8,7,4.8,8.5,0.14,13,105.15,7.35,107,95,117,2.04,0,NA,NA,NA,Inf,-Inf,NA,13,43.37,3.18,44.47,37,48,0.88,6,19.71,0.77,19.95,18.55,20.6,0.32,13,10.91,0.99,11,9,12.1,0.27,4,3.25,0.43,3.23,2.8,3.76,0.22,4,5.03,1.5,4.96,3.6,6.61,0.75
"258",258,"Hydropsalis parvula",34,17,24,37.95,8.35,37.5,22,58.5,1.71,8,204.25,10.87,206,185,215,3.84,2,143.5,3.54,143.5,141,146,2.5,15,104.2,1.9,105,101,107,0.49,13,15.68,1,15.79,14.18,16.98,0.28,14,8.9,1.09,8.51,7.61,11.4,0.29,13,3.64,0.83,3.47,3,6.04,0.23,15,7.84,5.01,6.25,5.22,23.55,1.29
"259",259,"Hylophilus poicilotis",34,15,32,10.24,1.14,10,8.5,13.5,0.2,14,124.36,6.52,126.5,107,130,1.74,5,56.2,1.79,56,54,58,0.8,21,54.29,5.7,54.1,37,67,1.24,11,17.59,1.75,17.9,12.9,19.5,0.53,17,10.75,1.85,11,7.6,14.9,0.45,3,4.47,0.93,4.2,3.7,5.5,0.54,3,6.93,3.06,8.6,3.4,8.8,1.77
"260",260,"Megarynchus pitangua",34,24,32,57.22,7.93,57,47,91,1.4,22,244.14,76.25,229,198,581,16.26,18,109.14,14.14,114.5,79,128,3.33,22,92.07,10.34,89.5,80,116,2.2,11,20.03,2.7,19.7,15.2,23.75,0.81,22,30.88,1.48,31,26.7,33.4,0.32,11,11.8,1.7,11.4,9.5,15.7,0.51,13,17.1,1.72,17.2,13.2,20.3,0.48
"261",261,"Rhynchocyclus olivaceus",34,13,32,22.91,4.11,23,12,37,0.73,21,157.78,13.37,158,138.52,205,2.92,11,73.9,3.83,74,69.4,81,1.16,31,66.32,4.88,66,57.69,76,0.88,5,18.66,1.34,18.9,16.7,20,0.6,33,15.91,2.19,15.99,12.2,22.36,0.38,24,5.96,0.9,5.85,4.54,9.3,0.18,24,13.81,1.01,13.81,11.14,16.19,0.21
"262",262,"Thalurania furcata",34,22,31,4.59,0.46,4.5,3.8,5.5,0.08,34,107.63,17.15,106,89,192,2.94,15,58.21,3.86,58.2,49.7,64.4,1,15,38.55,4.12,37,34,47.5,1.06,0,NA,NA,NA,Inf,-Inf,NA,15,20.96,1.51,21,18,23.1,0.39,2,1.94,0.28,1.94,1.74,2.14,0.2,2,4.66,0.26,4.66,4.48,4.85,0.18
"263",263,"Amazona vinacea",33,1,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,31,220.26,7.97,221,201,235,1.43,25,113.84,5.23,114,100,122,1.05,20,28.95,32.62,8.55,7.4,84,7.29,24,38.83,49.59,25.4,17.7,200,10.12,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA
"264",264,"Campylorhamphus falcularius",33,19,31,39.38,3.78,39,34,48.5,0.68,10,262.8,19.94,263.5,220,287,6.31,9,97.56,5.75,97,90,106,1.92,21,98.79,5.79,97,92,111,1.26,11,23.58,2.09,24.1,20,27,0.63,20,64.75,6.29,65.8,44,72.5,1.41,5,6.74,0.73,7.2,5.9,7.4,0.32,9,10.92,3.94,11,5.8,15.4,1.31
"265",265,"Nyctibius griseus",33,21,11,162.66,19.13,163,130,196,5.77,18,362.64,26.56,357.25,307,415,6.26,1,287,NA,287,287,287,NA,29,191.21,15.12,189,152,218,2.81,22,14.52,7.75,13.04,10.04,49,1.65,29,16.02,2.35,15.44,12.23,24.2,0.44,20,5.87,0.78,5.69,4.7,7.79,0.17,30,19.72,8.6,17.29,14.49,50,1.57
"266",266,"Vanellus chilensis",33,13,32,212.19,63.68,220,28,300,11.26,28,310.61,45.59,322.5,136,354,8.62,29,215.92,38.82,230,69.5,244,7.21,25,110.72,28.42,106,75,238,5.68,29,71.06,12.53,74,31.8,84.4,2.33,2,33.75,3.89,33.75,31,36.5,2.75,29,10.94,1.48,11,8,13.71,0.27,29,10.06,1.58,10,6.8,13.5,0.29
"267",267,"Dendrocincla taunayi",32,13,29,38.16,5.31,37.5,30,62,0.99,24,202.5,14.02,202.5,181,250,2.86,8,103,4.16,102.8,97.5,109,1.47,30,81.12,5.18,81.7,66.24,90.4,0.95,9,30.47,18.77,23.8,22.7,80.2,6.26,31,28.7,1.46,28.56,25.64,32.13,0.26,24,7.58,0.61,7.58,5.7,8.71,0.13,24,11.84,1.1,11.93,9,13.61,0.23
"268",268,"Patagioenas plumbea",32,9,23,198.74,26.35,200,135,250,5.5,30,343.13,25.28,345.5,296,385,4.62,1,195,NA,195,195,195,NA,2,143,4.24,143,140,146,3,1,34.2,NA,34.2,34.2,34.2,NA,1,16.1,NA,16.1,16.1,16.1,NA,1,5.8,NA,5.8,5.8,5.8,NA,1,9.2,NA,9.2,9.2,9.2,NA
"269",269,"Phaethornis idaliae",32,18,15,2.73,0.95,2.5,2,6,0.25,13,92.92,9.74,91,85,123,2.7,1,35.7,NA,35.7,35.7,35.7,NA,16,31.19,4.91,30.15,21.6,45,1.23,0,NA,NA,NA,Inf,-Inf,NA,11,23.89,2.36,23.7,21.3,30,0.71,8,2.32,0.42,2.2,1.95,3.3,0.15,8,4.07,1.03,3.85,2.45,5.9,0.37
"270",270,"Tangara ornata",32,15,32,41.28,5.61,41,25,52,0.99,26,190.96,10.99,192.5,150,204,2.15,3,88.43,1.5,88.3,87,90,0.87,22,69.28,3.36,69.45,61.7,75.8,0.72,4,20.38,1.34,20.35,18.8,22,0.67,23,14.6,1.24,14.7,11.8,16.8,0.26,6,8.13,0.99,8.5,6.5,9,0.4,6,9.02,1.95,10.05,6.1,10.5,0.8
"271",271,"Casiornis rufus",31,21,31,20.98,3.65,21.6,6,26,0.65,31,171.74,16.08,173,106,196,2.89,7,82.17,2.68,82,77.4,86,1.01,24,75.85,8.44,76.5,41,84,1.72,6,21.81,1.87,22.68,18.6,23.3,0.76,14,15.28,1.93,15.53,12.5,19,0.52,16,4.85,0.68,4.91,3.1,6.1,0.17,16,7.14,2.51,6.37,3.48,11.36,0.63
"272",272,"Chrysomus ruficapillus",31,5,29,36.36,5.01,38,26,44,0.93,14,179.64,14.91,181,140,199,3.99,12,94.4,4.65,95.5,83,101,1.34,28,82.9,9.37,84.75,68,99,1.77,28,27.33,4.8,26.1,23.3,45.6,0.91,18,18.77,1.01,18.5,17.3,20.4,0.24,10,10.16,1.17,10.1,8.4,12.4,0.37,10,9.69,1.45,9.3,8,12.4,0.46
"273",273,"Lepidocolaptes angustirostris",31,23,28,30.47,7.65,30,18,64,1.45,22,204.68,10.69,201.5,192,226,2.28,16,95.99,3.54,97.3,87.9,100.8,0.89,18,81.73,6.31,81.1,70,94.8,1.49,15,21.81,1.35,22.1,19.5,24.2,0.35,14,33.97,2.87,32.75,30.71,39.4,0.77,11,5.3,0.47,5.19,4.75,6.4,0.14,13,8.11,2.82,8.7,4.28,11.54,0.78
"274",274,"Mackenziaena severa",31,11,25,51.08,3.65,52,38,57,0.73,12,244.17,11.02,239,230,261,3.18,8,93.25,2.96,93,89,97,1.05,22,112.05,10.31,114.5,89,140,2.2,8,39.62,3.28,39.4,34.7,43.2,1.16,21,18.03,2.97,18,13.4,22.8,0.65,1,8.9,NA,8.9,8.9,8.9,NA,8,13.8,1.65,13.7,11.6,15.9,0.58
"275",275,"Progne tapera",31,11,28,34.51,6.06,35.85,7.5,40.5,1.15,5,151.7,35.6,159.5,91,183,15.92,10,134.58,10.04,130.75,126.2,160.5,3.18,29,104.63,33.74,129,56.25,140.5,6.27,27,15.27,1.48,14.9,13.5,19.9,0.28,23,14.08,2.41,15.1,6,16.45,0.5,6,4.51,0.55,4.29,4,5.3,0.22,6,10.31,5.68,7.35,5.87,19.2,2.32
"276",276,"Columbina squammata",30,14,25,62.73,13.31,59,46,99,2.66,24,200.25,11.25,198.5,182,232,2.3,22,94.83,7.33,96,65,103,1.56,23,93.83,4.89,93.7,85,104,1.02,23,18.77,2.67,19.4,12.1,23.2,0.56,25,13.56,1.04,13.4,11,16.4,0.21,19,5.02,2.16,4.7,3.8,13.8,0.5,20,5.46,0.96,5.3,4.2,7.1,0.21
"277",277,"Picumnus nebulosus",30,13,27,15.12,10.03,11.7,10,43,1.93,14,115.14,13.55,112.5,96,142,3.62,10,62.4,9.77,58,51,77,3.09,25,40.98,9.23,38.5,25,62,1.85,14,15.25,3.53,13.6,11.5,22,0.94,15,11.25,0.86,11.2,10,13.1,0.22,6,8.6,7.56,5.75,5,24,3.08,6,11.62,6.16,10.5,6.2,23,2.52
"278",278,"Pipraeidea bonariensis",30,11,30,37.13,5.63,37.5,15,46,1.03,0,NA,NA,NA,Inf,-Inf,NA,29,91.59,2.81,92,86,101,0.52,30,70.37,4.36,70,60,85,0.8,30,22.66,1.29,22.46,20.7,27.3,0.24,12,12.34,1.77,12.2,9.2,16.2,0.51,21,7.32,0.29,7.3,6.78,8.23,0.06,21,7.62,0.56,7.56,6.42,8.97,0.12
"279",279,"Sakesphorus cristatus",30,18,27,19.46,1.55,19.5,17,23,0.3,28,149.82,10.51,150.5,130,173,1.99,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA
"280",280,"Saltator maxillosus",30,13,28,52.58,6.6,51,43,79,1.25,3,223,10.44,218,216,235,6.03,6,101.67,9.56,99.5,93,120,3.9,22,96.71,5.53,98.5,83,105,1.18,13,25.81,1,26.2,24.4,27.6,0.28,6,20.18,1.64,20.55,18.1,22,0.67,3,14.17,0.72,13.8,13.7,15,0.42,3,13.5,1.64,13.1,12.1,15.3,0.95
"281",281,"Drymophila genei",29,7,3,11.03,0.47,11.2,10.5,11.4,0.27,4,143.25,10.5,146.5,128,152,5.25,0,NA,NA,NA,Inf,-Inf,NA,23,66.97,2.69,67.96,61.68,71.53,0.56,0,NA,NA,NA,Inf,-Inf,NA,23,12.42,0.98,12.63,9.79,14.26,0.2,21,3.06,0.18,3.09,2.6,3.39,0.04,22,3.08,0.14,3.06,2.83,3.35,0.03
"282",282,"Fluvicola nengeta",29,18,27,14.99,1.9,15,10.7,18,0.36,19,151.21,18.16,158,100,170,4.17,7,70.97,3.35,69,67.98,76,1.27,10,59.71,5.12,61.5,50,65.2,1.62,7,23.07,1.22,22.88,21.4,25,0.46,10,16.77,2.34,17.41,13,19.2,0.74,5,3.86,0.47,3.99,3.2,4.4,0.21,5,6.39,1.4,5.9,4.7,8.3,0.63
"283",283,"Myrmoderus loricatus",29,13,28,16.19,1.59,16.5,12,19,0.3,24,150.29,21.28,156.5,92,172,4.34,10,61.1,4.07,61.5,54,68,1.29,13,60.15,15.02,66,26,73,4.16,10,25.11,2.67,25.9,20,27.1,0.85,11,16.42,1.65,17,13.2,18.4,0.5,10,5.35,1.31,5.1,3.3,7.6,0.42,10,6.96,2.06,6.85,3.6,11.2,0.65
"284",284,"Synallaxis scutata",29,10,28,12.79,2.41,12.15,8,20,0.46,18,141.96,14.35,140,120,178,3.38,11,56.73,5.41,56,50,70,1.63,11,63.56,7.58,60,55,76,2.28,9,19.99,2.85,19.3,18,27.2,0.95,11,13.48,2.18,13.2,11.5,18.8,0.66,15,4.38,0.84,4.31,3,6.4,0.22,15,5.55,1.87,5.18,3.38,9.3,0.48
